Factor,FactorSymbol,Level,R2Gate,PDIProbability,CandidateMultiplier,EliteArchiveSize,Dimension,Run,Seed,FinalFE,FinalObjective,RuntimeSeconds,Status
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,30,4,844733,1000,0.00323900486995476,15.9837012,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,30,5,844734,1000,0.013119814988112,15.723097,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,30,6,844735,1000,0.00153832113058106,16.283813,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,30,7,844736,1000,0.000847544893331387,16.3375007,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,30,8,844737,1000,0.0180973867624359,16.6039213,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,30,9,844738,1000,0.0023116935459041,15.8026859,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,30,10,844739,1000,0.0271539497355786,16.2544984,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,500,1,1314730,1000,2.00426986657969,96.0116284,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,500,2,1314731,1000,1.92970796985447,98.6171926,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,500,3,1314732,1000,1.79571679565152,96.7858957,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,500,4,1314733,1000,1.84467011546782,97.2003897999999,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,500,5,1314734,1000,1.33925917810384,100.2927426,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,500,6,1314735,1000,2.14977917079168,97.2917105,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,500,7,1314736,1000,1.56579534587016,97.5236493999999,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,500,8,1314737,1000,1.31835972661017,97.4223588,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,500,9,1314738,1000,2.78943811125135,98.8792279,completed
CandidateMultiplier,$\kappa_c$,1,0.1,0.2,1,50,500,10,1314739,1000,2.3857009091859,98.7496940000001,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,30,1,844730,1000,0.000574168124989005,16.5033964,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,30,2,844731,1000,0.0114812130148905,16.6233159,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,30,3,844732,1000,0.00915133932080192,16.201856,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,30,4,844733,1000,0.0322137393580229,16.3457182,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,30,5,844734,1000,9.11543029300521e-05,16.0467045,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,30,6,844735,1000,0.00198278686970044,16.3617927,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,30,7,844736,1000,0.00272374719464319,16.1635206,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,30,8,844737,1000,0.0430213398861197,17.2502552,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,30,9,844738,1000,0.000325859159978403,16.2865968,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,30,10,844739,1000,0.035657622277998,16.1416086,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,500,1,1314730,1000,2.28954321107638,126.5345443,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,500,2,1314731,1000,1.9670295147856,126.6265557,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,500,3,1314732,1000,1.78649093051995,127.5217845,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,500,4,1314733,1000,1.62713783641296,128.6906388,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,500,5,1314734,1000,1.75561778828102,127.0719778,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,500,6,1314735,1000,1.88359555077951,127.1232574,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,500,7,1314736,1000,3.00915383087073,114.925939,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,500,8,1314737,1000,2.48143856541132,122.6392,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,500,9,1314738,1000,1.53178690200267,125.6321504,completed
CandidateMultiplier,$\kappa_c$,2,0.1,0.2,2,50,500,10,1314739,1000,1.98669702525953,128.7832937,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,30,1,844730,1000,0.0640132889165932,16.5327034,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,30,2,844731,1000,0.0132139808252352,16.5100588,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,30,3,844732,1000,0.00221120388206719,16.4353793,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,30,4,844733,1000,0.0126442449195474,16.6421176,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,30,5,844734,1000,0.00270563688167524,14.8828581,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,30,6,844735,1000,0.000470283952172412,17.0888899,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,30,7,844736,1000,0.00296473667016295,16.8754411,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,30,8,844737,1000,0.0440001712283437,16.7121634,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,30,9,844738,1000,0.00154463839126018,16.7784833,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,30,10,844739,1000,0.0357959193058128,17.2590866,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,500,1,1314730,1000,1.88824386351452,143.2896184,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,500,2,1314731,1000,1.84501433714439,155.8668031,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,500,3,1314732,1000,1.61189029810521,155.3455295,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,500,4,1314733,1000,2.06665926656265,155.4196433,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,500,5,1314734,1000,1.85156976932914,152.6459297,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,500,6,1314735,1000,2.29236926965238,153.681739,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,500,7,1314736,1000,1.34067450040813,153.4056994,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,500,8,1314737,1000,1.58764415017857,157.4922539,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,500,9,1314738,1000,1.62697286411541,153.8386779,completed
CandidateMultiplier,$\kappa_c$,3,0.1,0.2,3,50,500,10,1314739,1000,1.5033497861829,153.8030343,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,30,1,844730,1000,0.0127638686974662,20.7646939,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,30,2,844731,1000,0.00969009008445532,20.7591139,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,30,3,844732,1000,0.00104146791752924,20.8480082,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,30,4,844733,1000,0.0123934662321078,20.8129871,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,30,5,844734,1000,0.000184963597242849,21.1655482,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,30,6,844735,1000,0.0234173582563415,21.2831551,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,30,7,844736,1000,0.00673051941084513,22.7102965,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,30,8,844737,1000,0.0341453987946556,21.3879242,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,30,9,844738,1000,0.000639711084850947,21.473697,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,30,10,844739,1000,0.0189982281451692,22.1777069,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,500,1,1314730,1000,2.38825358974579,181.6602796,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,500,2,1314731,1000,1.34308375547546,180.0064274,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,500,3,1314732,1000,3.11107414672438,180.9366074,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,500,4,1314733,1000,1.88030248723818,180.4758326,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,500,5,1314734,1000,1.40442586825237,180.9187438,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,500,6,1314735,1000,1.25520826361705,189.5160072,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,500,7,1314736,1000,1.83017361753676,183.7260779,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,500,8,1314737,1000,1.79013644475639,182.9967518,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,500,9,1314738,1000,1.39913069439839,182.5656454,completed
CandidateMultiplier,$\kappa_c$,20,0.1,0.2,20,50,500,10,1314739,1000,2.03270669708533,187.5268141,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,30,1,844730,1000,0.0127638686974662,21.2904309,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,30,2,844731,1000,0.0082139124935201,21.4599378,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,30,3,844732,1000,0.00104146791752924,21.3019136,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,30,4,844733,1000,0.0115061477674646,18.9852938,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,30,5,844734,1000,0.000184963597242849,19.036486,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,30,6,844735,1000,0.0174280175122904,20.6875902,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,30,7,844736,1000,0.00673051941084513,20.6303441,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,30,8,844737,1000,0.0334987690438232,21.4143743,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,30,9,844738,1000,0.000639711084850947,20.7456871,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,30,10,844739,1000,0.0369268914758335,20.8949139,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,500,1,1314730,1000,2.38825358974579,166.0759384,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,500,2,1314731,1000,1.65110290784609,166.2988,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,500,3,1314732,1000,3.00943620246197,181.1906733,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,500,4,1314733,1000,1.88030248723818,179.6022366,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,500,5,1314734,1000,1.253717751369,178.0216581,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,500,6,1314735,1000,1.25520826361705,178.7131719,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,500,7,1314736,1000,1.49168930807429,183.5312468,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,500,8,1314737,1000,1.79013644475639,177.5941385,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,500,9,1314738,1000,1.39913069439839,172.0791742,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,20,0.1,0.2,20,20,500,10,1314739,1000,2.03270669708533,178.8160393,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,30,1,844730,1000,0.0127638686974662,20.7646939,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,30,2,844731,1000,0.00969009008445532,20.7591139,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,30,3,844732,1000,0.00104146791752924,20.8480082,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,30,4,844733,1000,0.0123934662321078,20.8129871,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,30,5,844734,1000,0.000184963597242849,21.1655482,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,30,6,844735,1000,0.0234173582563415,21.2831551,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,30,7,844736,1000,0.00673051941084513,22.7102965,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,30,8,844737,1000,0.0341453987946556,21.3879242,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,30,9,844738,1000,0.000639711084850947,21.473697,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,30,10,844739,1000,0.0189982281451692,22.1777069,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,500,1,1314730,1000,2.38825358974579,181.6602796,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,500,2,1314731,1000,1.34308375547546,180.0064274,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,500,3,1314732,1000,3.11107414672438,180.9366074,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,500,4,1314733,1000,1.88030248723818,180.4758326,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,500,5,1314734,1000,1.40442586825237,180.9187438,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,500,6,1314735,1000,1.25520826361705,189.5160072,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,500,7,1314736,1000,1.83017361753676,183.7260779,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,500,8,1314737,1000,1.79013644475639,182.9967518,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,500,9,1314738,1000,1.39913069439839,182.5656454,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,50,0.1,0.2,20,50,500,10,1314739,1000,2.03270669708533,187.5268141,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,30,1,844730,1000,0.0126878200805622,21.3577788,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,30,2,844731,1000,0.00978385548542859,21.5975248,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,30,3,844732,1000,0.00104146791752924,21.2887253,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,30,4,844733,1000,0.0192333178456074,21.3306367,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,30,5,844734,1000,0.000184963597242849,21.0736416,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,30,6,844735,1000,0.0129817160526173,21.1365835,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,30,7,844736,1000,0.00673051941084513,20.9716747,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,30,8,844737,1000,0.0103024541130261,22.0785842,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,30,9,844738,1000,0.000639711084850947,21.2118101,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,30,10,844739,1000,0.0513078177184337,21.5225758,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,500,1,1314730,1000,2.38825358974579,147.0006536,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,500,2,1314731,1000,1.34308375547546,148.9372947,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,500,3,1314732,1000,3.00943620246197,161.5689975,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,500,4,1314733,1000,1.88030248723818,189.1687955,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,500,5,1314734,1000,1.40442586825237,190.120479,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,500,6,1314735,1000,1.25520826361705,151.2709216,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,500,7,1314736,1000,1.83017361753676,152.2474953,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,500,8,1314737,1000,1.79013644475639,151.7855485,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,500,9,1314738,1000,1.39913069439839,155.8358643,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,100,0.1,0.2,20,100,500,10,1314739,1000,2.03270669708533,168.5331728,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,30,1,844730,1000,0.0127638686974662,21.7913586,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,30,2,844731,1000,0.00803391920273266,21.7784683,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,30,3,844732,1000,0.00104146791752924,21.6011158,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,30,4,844733,1000,0.0181890418263764,21.9512152,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,30,5,844734,1000,0.000184963597242849,18.0825958,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,30,6,844735,1000,0.0156181041555855,21.2790868,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,30,7,844736,1000,0.00673051941084513,21.6218392,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,30,8,844737,1000,0.0365352742938685,22.0845635,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,30,9,844738,1000,0.000639711084850947,22.4351411,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,30,10,844739,1000,0.0285126558862986,21.4113677,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,500,1,1314730,1000,2.38825358974579,169.687393,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,500,2,1314731,1000,1.77267855157667,166.2984386,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,500,3,1314732,1000,3.00943620246197,182.7412657,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,500,4,1314733,1000,1.88030248723818,167.0035724,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,500,5,1314734,1000,1.40442586825237,183.8151019,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,500,6,1314735,1000,1.25520826361705,171.5184184,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,500,7,1314736,1000,1.83017361753676,180.1703317,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,500,8,1314737,1000,1.79013644475639,179.4688283,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,500,9,1314738,1000,1.39913069439839,184.0715666,completed
EliteArchiveSize,$K_{\mathrm{elite}}$,200,0.1,0.2,20,200,500,10,1314739,1000,2.03270669708533,199.3061919,completed
